1
1119
1
1
2
-0.0086646, 0.0042106, -0.0013183, -0.0002659, -0.0001924, -0.0001011, 0.9999999
0.1158652, 0.0000661, 0.0022023, -0.0002895, -0.0007101, 0.0020030, 0.9999977
0.2205493, 0.0053770, 0.0103628, -0.0003150, -0.0008159, 0.0036573, 0.9999929
0.3593698, 0.0003800, 0.0155187, -0.0004163, -0.0014266, 0.0058321, 0.9999819
0.5483639, 0.0076860, 0.0225842, -0.0004292, -0.0018633, 0.0085324, 0.9999618
0.6534573, 0.0103753, 0.0237744, -0.0003509, -0.0014854, 0.0096633, 0.9999521
0.7616269, 0.0109735, 0.0117513, -0.0001416, -0.0019957, 0.0110197, 0.9999373
0.9759947, 0.0167699, 0.0248244, -0.0005926, -0.0020355, 0.0135114, 0.9999065
1.0840245, 0.0180085, 0.0218077, -0.0003186, -0.0019095, 0.0152866, 0.9998813
1.1882703, 0.0252544, 0.0263291, -0.0005494, -0.0020393, 0.0162593, 0.9998656
1.3009524, 0.0201529, 0.0223506, -0.0004598, -0.0020192, 0.0181905, 0.9998324
1.4040315, 0.0319974, 0.0251257, -0.0004129, -0.0024188, 0.0189872, 0.9998167
1.5200299, 0.0333996, 0.0265915, -0.0004326, -0.0022866, 0.0204150, 0.9997889
1.7285888, 0.0416502, 0.0277193, -0.0004957, -0.0029223, 0.0228231, 0.9997351
1.9344761, 0.0517201, 0.0320352, -0.0005958, -0.0032417, 0.0251238, 0.9996789
2.0481799, 0.0502130, 0.0303883, -0.0004151, -0.0030926, 0.0267076, 0.9996384
2.2507775, 0.0650603, 0.0422761, -0.0004907, -0.0035403, 0.0286201, 0.9995840
2.3537502, 0.0655037, 0.0410101, -0.0004468, -0.0038246, 0.0301374, 0.9995383
2.4649322, 0.0817770, 0.0491688, -0.0005024, -0.0040182, 0.0316578, 0.9994906
2.5886948, 0.0828052, 0.0450306, -0.0004693, -0.0037964, 0.0329606, 0.9994493
2.6879129, 0.0976822, 0.0458434, -0.0004929, -0.0041240, 0.0341005, 0.9994098
2.8052595, 0.0997955, 0.0483627, -0.0005322, -0.0041748, 0.0358257, 0.9993492
2.9172153, 0.1147344, 0.0509024, -0.0005436, -0.0045919, 0.0369188, 0.9993076
3.0290592, 0.1136716, 0.0504256, -0.0005023, -0.0042556, 0.0381472, 0.9992629
3.1449771, 0.1323295, 0.0539894, -0.0007268, -0.0044890, 0.0394960, 0.9992094
3.2553246, 0.1557188, 0.0642403, -0.0007921, -0.0047663, 0.0412896, 0.9991355
3.3672562, 0.1574528, 0.0667110, -0.0007643, -0.0048207, 0.0424641, 0.9990861
3.4741099, 0.1715423, 0.0771687, -0.0008148, -0.0050031, 0.0438103, 0.9990270
3.5990376, 0.1840812, 0.0709650, -0.0008390, -0.0049493, 0.0451730, 0.9989666
3.7088189, 0.1983405, 0.0753202, -0.0008462, -0.0052714, 0.0463752, 0.9989098
3.8295035, 0.2013420, 0.0811133, -0.0009976, -0.0051519, 0.0472398, 0.9988698
